symbol,cik,events
ZBIO,0001953926,14
MRP,0002017206,14
UUU,0000102109,14
EGBN,0001050441,13
EGLE,0001322439,13
KMT,0000055242,13
ARMK,0001584509,13
FBNK,0001511198,13
SNBC,0001017793,13
SFEF,0000086759,13
AYN,0001162030,13
NDP,0001547158,13
FFNW,0001401564,13
DLA,0001101396,13
TZOO,0001133311,13
ITCI,0001567514,13
CHK,0000895126,13
MAIN,0001396440,13
BXMT,0001061630,13
CDTX,0001610618,13
EIGI,0001237746,13
PW,0001532619,13
CZFC,0001073475,13
SPNC,0000789132,13
ACRE,0001529377,13
FBRC,0001371446,13
LION,0000822662,13
ARDX,0001437402,13
UNT,0000798949,13
THW,0001635977,13
POL,0001122976,13
IRDM,0001418819,13
AINV,0001278752,13
VER,0001507385,13
AIMT,0001631650,13
KIN,0001561743,13
TWOU,0001459417,13
CDR,0000761648,13
CXW,0001070985,13
EGIF,0001575771,13
RLGY,0001398987,13
VSEC,0000102752,13
BMTC,0000802681,13
USDP,0001610682,13
ARES,0001176948,13
SHLX,0001610466,13
TAX,0001528930,13
IRL,0000858707,13
ZION,0000109380,13
TGI,0001021162,13
PTI,0001445283,13
M,0000794367,13
BTN,0000946454,13
SOHU,0001104188,13
AKAO,0001301501,13
ADES,0001515156,13
APEN,0001251769,13
SSTI,0001351636,13
DISCA,0001437107,13
DCF,0001627854,13
THS,0001320695,13
THQ,0001604522,13
ANGI,0001705110,13
EXTN,0001635881,13
RRD,0000029669,13
XRAY,0000818479,13
CUE,0001645460,13
TSRI,0000098338,13
BSVN,0001746129,13
CBNK,0001419536,13
HOFT,0001077688,13
BV,0001734713,13
CVM,0000725363,13
FSLY,0001517413,13
BHR,0001574085,13
ORGO,0001661181,13
ALRS,0000903419,13
DK,0001694426,13
CPZ,0001717457,13
AMCR,0001748790,13
IMVT,0001764013,13
GRPN,0001490281,13
LSBK,0001341318,13
NTST,0001798100,13
BDSX,0001439725,13
SONO,0001314727,13
FST,0001815737,13
IMRX,0001790340,13
CLST,0001849867,13
ARHS,0001875444,13
MDV,0001645873,13
CZR,0001590895,13
STRW,0001782430,13
OUST,0001816581,13
SZL.AX,0001662991,13
TBRG,0001169445,13
PDX,0001756908,13
HR,0000899749,12
PULB,0001062438,12
VISI,0000103872,12
UBA,0001029800,12
ANGI,0001491778,12
AEO,0000919012,12
AZZ,0000008947,12
RWC,0000002186,12
HYB,0000825345,12
WBB,0001553326,12
MCBC,0001053584,12
KMF,0001500096,12
RICK,0000935419,12
SEV,0000825411,12
RDN,0000890926,12
DXR,0000027367,12
CWAY,0001585023,12
OI,0000812074,12
AJX,0001614806,12
QNTO,0001391933,12
BCRX,0000882796,12
EDR,0001302343,12
NRG,0001013871,12
CROX,0001334036,12
FPF,0001567569,12
TRNS,0000099302,12
PHII,0000350403,12
UNTY,0000920427,12
SBCF,0000730708,12
GDV,0001260729,12
TWTR,0001418091,12
FSFG,0001435508,12
ASPN,0001145986,12
NBN,0000811831,12
WMC,0001465885,12
CNP,0001130310,12
CHMI,0001571776,12
PBSK,0001511071,12
NAV,0000808450,12
SCD,0001270131,12
CDZI,0000727273,12
GLPW,0001136294,12
GRC,0000042682,12
HYT,0001222401,12
CSS,0000020629,12
SPNE,0001637761,12
AL,0001487712,12
UNFI,0001020859,12
TSQ,0001499832,12
RIG,0001451505,12
DAKT,0000915779,12
MEI,0000065270,12
FMBI,0000702325,12
WMK,0000105418,12
CNMD,0000816956,12
PMTS,0001641614,12
FDC,0000883980,12
WWW,0000110471,12
INSY,0001516479,12
SPWH,0001132105,12
GES,0000912463,12
AR,0001433270,12
NC,0000789933,12
CIT,0001171825,12
OSTK,0001130713,12
ARRS,0001645494,12
TNDM,0001438133,12
TLRD,0000884217,12
OZRK,0001038205,12
STRS,0000885508,12
SGU,0001002590,12
AAL,0000006201,12
PFBI,0000887919,12
SFM,0001575515,12
NXEO,0001604416,12
VRX,0000885590,12
KDMN,0001557142,12
GEO,0000923796,12
BRG,0001442626,12
LOAN,0001080340,12
TESS,0000927355,12
VSM,0001660690,12
WGO,0000107687,12
INVE,0001036044,12
PK,0001617406,12
RNGR,0001699039,12
LXRX,0001062822,12
ENBP,0001437479,12
CBTX,0001473844,12
IMMU,0000722830,12
TRTX,0001630472,12
LBC,0001475348,12
PKO,0001412350,12
PETQ,0001668673,12
OPRX,0001448431,12
USX,0000923571,12
FG,0001668428,12
ARVN,0001655759,12
CNO,0001224608,12
ESI,0001590714,12
ETRN,0001747009,12
MIST,0001408443,12
CTVA,0001755672,12
FOX,0001754301,12
CCLFX,0001735964,12
STSA,0001692830,12
TAYD,0000096536,12
SFIX,0001576942,12
ARQT,0001787306,12
OPCH,0001014739,12
BBBY,0000886158,12
XRX,0001770450,12
AOUT,0001808997,12
DNIF,0001059213,12
AMTB,0001734342,12
RFMZ,0001817159,12
GOCO,0001808220,12
AFCG,0001822523,12
RAIN,0001724979,12
BXSL,0001736035,12
EP,0000887396,12
IE,0001879016,12
OPAL,0001842279,12
ACNT,0000095953,12
AVTR,0001722482,12
GRND,0001820144,12
VTS,0001944558,12
CCIF,0001517767,12
ALMS,0001847367,12
ACOG,0001655923,12
EHTH,0001333493,11
OKSB,0000914374,11
WLFC,0001018164,11
LTXB,0001487052,11
TUES,0000878726,11
RXN,0001439288,11
HOS,0001131227,11
UCTT,0001275014,11
VICR,0000751978,11
CDE,0000215466,11
ANDE,0000821026,11
BLMT,0001522420,11
QTNT,0001596946,11
CMTL,0000023197,11
ZTR,0000836412,11
CSII,0001180145,11
JNP,0000821995,11
TXMD,0000025743,11
STAG,0001479094,11
CMFN,0001578348,11
CREE,0000895419,11
HIW,0000921082,11
STC,0000094344,11
ROVI,0001424454,11
ATI,0001018963,11
ACV,0001636289,11
IRIX,0001006045,11
NAVI,0001593538,11
MUR,0000717423,11
TPRE,0001576018,11
ZYNE,0001621443,11
FF,0001337298,11
HAFC,0001109242,11
KEQU,0000055529,11
EEI,0000809933,11
ATU,0000006955,11
ANIP,0001023024,11
PRAA,0001185348,11
EVOL,0001052054,11
SAVE,0001498710,11
AMRH,0000890821,11
AGX,0000100591,11
BIF,0000102426,11
RIV,0001501072,11
SNAK,0000944508,11
ITRI,0000780571,11
MGNX,0001125345,11
OII,0000073756,11
FLML,0001012477,11
PICO,0000830122,11
HLND,0001008579,11
MGP,0001656936,11
SPAR,0000743238,11
CPSI,0001169445,11
FDEU,0001646109,11
LBTY,0001570585,11
PAG,0001019849,11
WETF,0000880631,11
IEHC,0000050292,11
ACGL,0000947484,11
PFLEX,0001688554,11
GIII,0000821002,11
NZF,0001137887,11
SIGM,0000790715,11
KREF,0001631596,11
TWN,0000804123,11
FMFG,0001698022,11
PLYM,0001515816,11
DIN,0000049754,11
MBWM,0001042729,11
MNRO,0000876427,11
RDFN,0001382821,11
TFSL,0001381668,11
ANDX,0001507615,11
ATXI,0001644963,11
QTRX,0001503274,11
REVG,0001687221,11
HSDT,0001610853,11
OBNK,0001516912,11
NVT,0001720635,11
AEF,0000846676,11
RFIL,0000740664,11
SHSP,0001506439,11
GVA,0000861459,11
LIVX,0001491419,11
UROV,0001740547,11
KOD,0001468748,11
IOVA,0001425205,11
COSM,0001474167,11
DXC,0001688568,11
LXFR,0001096056,11
ARCT,0001768224,11
DFIN,0001669811,11
PSTL,0001759774,11
HSAC,0001764013,11
WES,0001423902,11
RVMD,0001628171,11
RBKB,0001751783,11
GEOS,0001001115,11
HOG,0000793952,11
DNB,0001799208,11
PSTI,0001158780,11
MEG,0001643615,11
KDNY,0001435049,11
CPNG,0001834584,11
RPHM,0001637715,11
BVH,0000315858,11
NOTV,0000720154,11
TRUL,0001754195,11
FGF,0001591890,11
ALZN,0001677077,11
KYMR,0001815442,11
RYAN,0001849253,11
AZEK,0001782754,11
ALIT,0001809104,11
MKTW,0001805651,11
TCBS,0001849466,11
LTH,0001869198,11
MYPS,0001823878,11
EYPT,0001314102,11
FRBBX,0001925779,11
ASTC,0001001907,11
EPSN,0001726126,11
CECO,0000003197,11
SEZL,0001662991,11
OBDC,0001655888,11
NAMS,0001936258,11
SRZN,0001824893,11
SER,0001708599,11
CMCO,0001005229,11
INBX,0002007919,11
SPMC,0001930147,11
MNR,0001980088,11
LINE,0001868159,11
FSSL,0002065812,11
VSAR,0001513818,10
BK,0001390777,10
HBHC,0000750577,10
PB,0001068851,10
RYAM,0001597672,10
MSL,0000745981,10
RGS,0000716643,10
MDLZ,0001103982,10
MRC,0001439095,10
SAL,0001060219,10
UBOH,0001087456,10
ARI,0001467760,10
LBY,0000902274,10
MTG,0000876437,10
ADMA,0001368514,10
UTGN,0000832480,10
VNCE,0001579157,10
HNNA,0001145255,10
EXA,0000890264,10
IMDZ,0001437786,10
LXU,0000060714,10
TEGP,0001633651,10
KS,0001325281,10
MORE,0001384710,10
USAC,0001522727,10
LMIA,0001059562,10
ECPG,0001084961,10
SOFO,0001029744,10
CMK,0000853770,10
NML,0001562051,10
SHLM,0000087565,10
MJCO,0001626853,10
CTG,0000023111,10
FET,0001401257,10
CAMP,0000730255,10
OCN,0000873860,10
SVBI,0000868271,10
PAA,0001070423,10
FRPT,0001611647,10
PEGI,0001561660,10
EDGW,0001017968,10
PFSW,0001095315,10
FDUS,0001513363,10
ORN,0001402829,10
B,0000009984,10
STLD,0001022671,10
ICCC,0000811641,10
UHT,0000798783,10
PMD,0000806517,10
LYTS,0000763532,10
HTA,0001360604,10
FRAN,0001399935,10
NX,0001423221,10
CBL,0000910612,10
MDXG,0001376339,10
NLSN,0001492633,10
GNC,0001502034,10
FEYE,0001370880,10
CHEF,0001517175,10
RLJ,0001511337,10
WLH,0001095996,10
BLMN,0001546417,10
PARR,0000821483,10
LQDT,0001235468,10
CIM,0001409493,10
GPT,0001297587,10
ACAD,0001070494,10
INSM,0001104506,10
CUB,0000026076,10
LNC,0000059558,10
BAC,0000070858,10
HWKN,0000046250,10
IVC,0000742112,10
NERV,0001598646,10
KMPH,0001434647,10
EXGI,0000032598,10
HRB,0000012659,10
GBL,0001060349,10
KFY,0000056679,10
AERI,0001337553,10
GCO,0000018498,10
KAR,0001395942,10
BCTF,0001668340,10
BKEP,0001392091,10
CLPR,0001649096,10
NAD,0001083839,10
YUMC,0001673358,10
MRCY,0001049521,10
APLS,0001492422,10
QBAK,0000758938,10
BCML,0001730984,10
TEN,0001024725,10
IIIV,0001728688,10
CHAP,0001346980,10
FVCB,0001675644,10
YMAB,0001722964,10
MYJ,0000884216,10
CMP,0001227654,10
CSBR,0000771856,10
INVA,0001080014,10
MAXR,0001121142,10
CRMD,0001410098,10
ADVM,0001501756,10
BHF,0001685040,10
LL,0001396033,10
RMM,0001771226,10
BRP,0001781755,10
PHAT,0001783183,10
SAVA,0001069530,10
WHG,0001165002,10
BANF,0000760498,10
ESCA,0000033488,10
BHE,0000863436,10
CMPI,0001651431,10
PESI,0000891532,10
APRN,0001701114,10
CRDF,0001213037,10
PTVE,0001527508,10
BNL,0001424182,10
CERE,0001805387,10
PTRS,0000832090,10
AIV,0000922864,10
SLNG,0001043186,10
XM,0001747748,10
PRTH,0001653558,10
S,0001583708,10
OBT,0001754226,10
STGW,0000876883,10
AATC,0000943034,10
OSCR,0001568651,10
RCOR,0001799850,10
CXDO,0001075736,10
XPOF,0001802156,10
CVGW,0001133470,10
VLCN,0001829794,10
CTLP,0000896429,10
FTHM,0001753162,10
MP,0001801368,10
WULF,0001083301,10
FRSH,0001544522,10
TREIX,0001854370,10
BFH,0001101215,10
VVX,0001601548,10
MBLY,0001910139,10
KRT,0001758021,10
NLCP,0001854964,10
TFIN,0001539638,10
ACIC,0001401521,10
SBGI,0001971213,10
TXO,0001559432,10
CCFN,0000731122,10
LUCK,0001840572,10
ENOV,0001420800,10
AEBI,0002048519,10
GLIBK,0002057463,10
SPRU,0001772720,10
NFRX,0001969674,10
EBF,0000033002,9
LCM,0001278460,9
WOR,0000108516,9
CUBI,0001488813,9
NPBC,0000700733,9
NSL,0001093428,9
GNBC,0001606363,9
ARLP,0001086600,9
MATW,0000063296,9
QSR,0001618756,9
TTP,0001526329,9
TTOO,0001492674,9
AP,0000006176,9
SUNE,0000945436,9
EMES,0001555177,9
WPX,0001518832,9
SUM,0001621563,9
ASCMA,0001437106,9
NMZ,0001266585,9
WIN,0001282266,9
UDF,0001440292,9
AA,0000004281,9
TIS,0001324189,9
NATI,0000935494,9
VVI,0000884219,9
EPZM,0001571498,9
UCFC,0000707886,9
UCBI,0000857855,9
VOYA,0001535929,9
MAT,0000063276,9
VSI,0001360530,9
LMNX,0001033905,9
TPC,0000077543,9
SAMG,0001549966,9
ARKR,0000779544,9
DFP,0001559991,9
REPH,0001588972,9
MBI,0000814585,9
OKS,0000909281,9
MINI,0000911109,9
PATK,0000076605,9
BOOM,0000034067,9
NFX,0000912750,9
FFKT,0000713095,9
MFA,0001055160,9
AQXP,0001404644,9
FRSH,0001592379,9
SUN,0001552275,9
CXP,0001252849,9
LUV,0000092380,9
AWP,0001390195,9
HURC,0000315374,9
APOG,0000006845,9
HEP,0001283140,9
HFBL,0001500375,9
GLRE,0001385613,9
CY,0000791915,9
BCOR,0001068875,9
GTS,0001171662,9
KVHI,0001007587,9
LFVN,0000849146,9
HPI,0001176199,9
WBS,0000801337,9
CASH,0000907471,9
FRME,0000712534,9
AI,0001209028,9
HMNF,0000921183,9
ENDP,0001593034,9
FREVS,0000036840,9
DRAD,0000707388,9
UAL,0000100517,9
PI,0001114995,9
KIM,0000879101,9
CIZN,0001075706,9
NCLH,0001513761,9
PLOW,0001287213,9
QTS,0001577368,9
SENEA,0000088948,9
PRFT,0001085869,9
PSXP,0001572910,9
INSE,0001615063,9
DVMT,0001571996,9
ANAB,0001370053,9
COT,0000884713,9
CPIX,0001087294,9
SNCR,0001131554,9
LDF,0000884461,9
HGV,0001674168,9
RTNB,0001272550,9
ROSE,0001659122,9
XNAFX,0001655199,9
MXE,0000863900,9
ANGO,0001275187,9
ACCO,0000712034,9
SMHI,0001690334,9
HIBB,0001017480,9
PCRX,0001396814,9
LTC,0000887905,9
EPC,0001096752,9
OPTN,0001494650,9
EQH,0001333986,9
FLMN,0001703785,9
CAG,0000023217,9
ATEA,0000945989,9
ETON,0001710340,9
COWN,0001466538,9
HARP,0001708493,9
AXSM,0001579428,9
SCPL,0001760717,9
HFC,0000048039,9
FULC,0001680581,9
TFFP,0001733413,9
BLFS,0000834365,9
CCAP,0001633336,9
NWIN,0000919864,9
LYFT,0001759509,9
PASG,0001787297,9
TFC,0000092230,9
CFB,0001458412,9
WLK,0001262823,9
PRTS,0001378950,9
PTA,0001793882,9
VIRI,0001818844,9
LFMD,0000948320,9
CTOS,0001709682,9
BMEA,0001840439,9
CNTA,0001847903,9
NECB,0001847398,9
TCRX,0001783328,9
PYCR,0001839439,9
CTKB,0001831915,9
PRG,0001808834,9
VIA,0001606268,9
VMM,0000895658,9
RDW,0001819810,9
VRDN,0001590750,9
ACHR,0001824502,9
AVNW,0001377789,9
BNTC,0001808898,9
NRDS,0001625278,9
DINO,0001915657,9
CELFX,0001842754,9
LQDA,0001819576,9
TAKAX,0001725472,9
FLL,0000891482,9
NILE,0000896493,9
ELA,0000701719,9
KNTK,0001692787,9
MLYS,0001933414,9
ZVRA,0001434647,9
STCN,0000914712,9
XHFIX,0001903070,9
SDHC,0001982518,9
MSDL,0001782524,9
DOC,0000765880,9
XIVYX,0001976685,9
PCSZX,0001995940,9
KBDC,0001747172,9
APEI,0001201792,9
CTEV,0001793229,9
PDYN,0001826681,9
MSIF,0001535778,9
STRR,0001210708,9
EAD,0001210123,8
CMC,0000022444,8
SPN,0000886835,8
PNFP,0001115055,8
JXSB,0001484949,8
CAMB,0001588869,8
ATRA,0001604464,8
ACSF,0001581934,8
TRUE,0001327318,8
BKJ,0001390312,8
COG,0000858470,8
NDLS,0001275158,8
PAYC,0001590955,8
FI,0001575828,8
PCTI,0001057083,8
GNMK,0001487371,8
HDP,0001610532,8
DO,0000949039,8
CBA,0001570318,8
AMOT,0000046129,8
JMF,0001502711,8
RXDX,0001557421,8
JCS,0000022701,8
ASG,0000786035,8
ATLS,0001623595,8
ADTN,0000926282,8
CARO,0000870385,8
TBRA,0001311596,8
FARO,0000917491,8
ACTA,0001085621,8
ZINC,0001385544,8
CLBH,0001127160,8
NES,0001403853,8
MNTX,0001302028,8
NMRX,0000870753,8
HRTX,0000818033,8
INF,0001522807,8
MTRX,0000866273,8
IRT,0001466085,8
CATO,0000018255,8
DTF,0000879535,8
AHC,0001413898,8
GPOR,0000874499,8
CAFD,0001635581,8
KBAL,0000055772,8
BKS,0000890491,8
TCS,0001411688,8
EDF,0001501103,8
EGHT,0001023731,8
DGI,0001208208,8
LADR,0001577670,8
TBPH,0001583107,8
CCP,0001639947,8
LEG,0000058492,8
FOE,0000035214,8
FLR,0001124198,8
BOOT,0001610250,8
BNFT,0001576169,8
RPAI,0001222840,8
VRNS,0001361113,8
GLBZ,0000890066,8
PFIN,0000075340,8
HCP,0000765880,8
AMAG,0000792977,8
AHT,0001232582,8
TNGO,0001182325,8
KSS,0000885639,8
OFLX,0001317945,8
OKE,0001039684,8
HPF,0001189740,8
JHI,0000759828,8
JHS,0000759866,8
EXAS,0001124140,8
GWB,0001613665,8
AN,0000350698,8
STX,0001137789,8
WTFC,0001015328,8
EDIT,0001650664,8
CBG,0001138118,8
STAR,0001095651,8
MGI,0001273931,8
IRWD,0001446847,8
HIG,0000874766,8
AMC,0001411579,8
CWEI,0000880115,8
AGLE,0001636282,8
SKY,0000090896,8
CNCE,0001367920,8
HAYN,0000858655,8
AB,0000825313,8
WCRS,0001363958,8
RFP,0001393066,8
SYRS,0001556263,8
SAH,0001043509,8
NBLX,0001647513,8
TRHC,0001651561,8
WAAS,0001422841,8
PFGC,0001618673,8
OPP,0001678130,8
KLIC,0000056978,8
SYNT,0001040426,8
AGNC,0001423689,8
JQC,0001227476,8
AOBC,0001092796,8
CTLT,0001596783,8
CRZO,0001040593,8
CBB,0000716133,8
NVTR,0001648893,8
NCSM,0001692427,8
ETP,0001161154,8
PEI,0000077281,8
KF,0000748691,8
MHH,0001437226,8
CBAY,0001042074,8
IART,0000917520,8
SSNC,0001402436,8
ACIW,0000935036,8
EXTR,0001078271,8
EYE,0001710155,8
CELC,0001603454,8
BMCH,0001574815,8
ICHR,0001652535,8
TELL,0000061398,8
ELOX,0001035354,8
SRRK,0001727196,8
CSSE,0001679063,8
AXGN,0000805928,8
ENPH,0001463101,8
MEET,0001078099,8
BTAI,0001720893,8
NMRK,0001690680,8
LEGH,0001436208,8
LMST,0001358356,8
CUK,0001125259,8
CCL,0000815097,8
ALPN,0001626199,8
ELMD,0001488917,8
PMFLX,0001723701,8
MNE,0001232863,8
TVTY,0000704415,8
PKD,0000076321,8
CNDT,0001677703,8
FTDR,0001727263,8
CRTX,0001662774,8
AINC,0001604738,8
DOW,0001751788,8
MWK,0001757715,8
EWBC,0001069157,8
ALOT,0000008146,8
PCYO,0000276720,8
GRTX,0001563577,8
RSLS,0001371217,8
ECOL,0001783400,8
BMRC,0001403475,8
GBX,0000923120,8
APG,0001796209,8
BATL,0001282648,8
KELYA,0000055135,8
RPRX,0001802768,8
ERESU,0001814287,8
TARA,0001359931,8
EBC,0001810546,8
GATO,0001517006,8
MPLN,0001793229,8
FL,0000850209,8
CGEM,0001789972,8
AFRM,0001820953,8
LNTH,0001521036,8
MMD,0001518557,8
EWTX,0001710072,8
OPEN,0001801169,8
HRTH,0000045919,8
GDRX,0001809519,8
PCT,0001830033,8
DAWN,0001845337,8
VERV,0001840574,8
ORGN,0001802457,8
RLYB,0001739410,8
SSBK,0001689731,8
CANO,0001800682,8
HUMA,0001818382,8
TYRA,0001863127,8
SRV,0001400897,8
THRX,0001745020,8
BYRN,0001354866,8
CMTG,0001666291,8
REFI,0001867949,8
MACQ,0001838672,8
USER,0001557127,8
TBI,0000768899,8
HNVR,0001828588,8
GTLB,0001653482,8
PDLB,0001874071,8
TREE,0001434621,8
CASS,0000708781,8
UTI,0001261654,8
BHM,0001903382,8
NXG,0001506488,8
WOLF,0000895419,8
BKTI,0000002186,8
VNO,0000899689,8
NMRA,0001885522,8
VYX,0000070866,8
QDEL,0001906324,8
ESOA,0001357971,8
VCRDX,0001812286,8
NE,0001895262,8
BEN,0000038777,8
BLCO,0001860742,8
RNAC,0001453687,8
MBX,0001776111,8
FVR,0001988494,8
LGCY,0001836754,8
SEPN,0001984086,8
OCTIX,0002000645,8
SEI,0001697500,8
GSAT,0001366868,8
CBRL,0001067294,8
SLGL,0001684693,8
PBCT,0001378946,7
RF,0001281761,7
PSTB,0001507277,7
SCSC,0000918965,7
UBSH,0000883948,7
GPK,0001408075,7
FSBW,0001530249,7
MWBC,0001600065,7
TRUP,0001371285,7
SON,0000091767,7
MEP,0001578685,7
BLBD,0001589526,7
LVLT,0000794323,7
TPZ,0001408201,7
WNRL,0001581908,7
PHM,0000822416,7
AEGN,0000353020,7
FOXF,0001424929,7
TSLF,0001583001,7
RNET,0001162112,7
OMN,0001090061,7
CIFC,0001313918,7
INAP,0001056386,7
PKE,0000076267,7
CZR,0000858339,7
NUVA,0001142596,7
WU,0001365135,7
FSBK,0001027183,7
JOY,0000801898,7
EVH,0001628908,7
LXP,0000910108,7
FIF,0001513789,7
GNL,0001526113,7
ITUS,0000715446,7
JLS,0001472215,7
LAQ,0000862599,7
WSFS,0000828944,7
SRNE,0000850261,7
INN,0001497645,7
DXPE,0001020710,7
IBOC,0000315709,7
COP,0001163165,7
NBL,0000072207,7
G,0001398659,7
HAL,0000045012,7
XONE,0001561627,7
CPE,0000928022,7
GLW,0000024741,7
PSG,0001514242,7
FMC,0000037785,7
TCAP,0001379785,7
AVT,0000008858,7
BOX,0001372612,7
TLN,0001622536,7
VLT,0000846671,7
CBPX,0001592480,7
CF,0001324404,7
IILG,0001434620,7
PFHO,0001138476,7
GGZ,0001585855,7
WVE,0001631574,7
VYGR,0001640266,7
NVG,0001090116,7
SWKH,0001089907,7
XHR,0001616000,7
SSRG,0001616101,7
ASNA,0001498301,7
DLTH,0001649744,7
ABE,0000913662,7
SOHO,0001301236,7
HTD,0001260041,7
PDT,0000855886,7
HPS,0001215913,7
HEQ,0001496749,7
BTO,0000925683,7
SCNB,0000754673,7
ASMB,0001426800,7
WNR,0001339048,7
ALKS,0001520262,7
SNDX,0001395937,7
BSQR,0001054721,7
XPEPX,0001609211,7
NBR,0001163739,7
INFN,0001138639,7
GT,0000042582,7
IVTY,0001393020,7
ATRO,0000008063,7
CLSD,0001539029,7
SELB,0001453687,7
CIGI,0000913353,7
MYGN,0000899923,7
HRI,0001364479,7
PEBK,0001093672,7
TTD,0001671933,7
CHD,0000313927,7
NI,0001111711,7
IHIT,0001682811,7
IIPR,0001677576,7
TWNK,0001644406,7
GBAB,0001495825,7
LONE,0001661920,7
SYF,0001601712,7
CLDR,0001535379,7
SOI,0001697500,7
GTHX,0001560241,7
NBO,0001178841,7
DERM,0001557883,7
CLAR,0000913277,7
WBT,0001650962,7
AUBN,0000750574,7
TITN,0001409171,7
FRTA,0001678463,7
SCPH,0001604950,7
FFBW,0001709017,7
MGYR,0001337068,7
VECO,0000103145,7
AMSWA,0000713425,7
YEXT,0001614178,7
OXSQ,0001259429,7
ITRM,0001659323,7
IEC,0000049728,7
ECOR,0001560258,7
CRNX,0001658247,7
MXL,0001288469,7
WYND,0001361658,7
CVV,0000766792,7
RVI,0001735184,7
AVNS,0001606498,7
FUN,0000811532,7
DCP,0001338065,7
GOSS,0001728117,7
PLT,0000914025,7
ANIK,0000898437,7
PGTI,0001354327,7
TRWH,0001747079,7
TECTP,0001766526,7
SR,0001126956,7
CHWY,0001766502,7
AKRO,0001744659,7
BBIO,0001743881,7
MORF,0001679363,7
EIC,0001754836,7
FSEA,0001769267,7
PFE,0000078003,7
HONE,0001769617,7
FITB,0000035527,7
PNTG,0001766400,7
BRPM,0001759824,7
BDTX,0001701541,7
FFBW,0001787384,7
CIX,0001049606,7
PRMW,0000884713,7
RPAY,0001720592,7
VRT,0001674101,7
VGR,0000059440,7
CNNB,0001787005,7
GBIO,0001733294,7
RPTX,0001808158,7
DYFN,0001794287,7
ITOS,0001808865,7
CALB,0001752036,7
VITL,0001579733,7
GDYN,0001743725,7
GPV,0001584547,7
TAP,0000024545,7
DYN,0001818794,7
ARRY,0001820721,7
EOSE,0001805077,7
INTT,0001036262,7
OLMA,0001750284,7
MASS,0001555279,7
WOOF,0001826470,7
CYTH,0000922247,7
PACE,0001819404,7
TPGY,0001819399,7
KLR,0001719489,7
TAKIX,0001725472,7
GTX,0001735707,7
GRPH,0001815776,7
UUUU,0001385849,7
EVLV,0001805385,7
LUMN,0000018926,7
PCG,0001004980,7
ETWO,0001800347,7
COCO,0001482981,7
AURA,0001501796,7
LYLT,0001870997,7
HMN,0000850141,7
BRTX,0001505497,7
DKNG,0001772757,7
VWE,0001834045,7
FINW,0001856365,7
TBLD,0001820378,7
DOUG,0001878897,7
PAXS,0001886878,7
BOWL,0001840572,7
BAND,0001514416,7
TCBC,0001850398,7
CFLT,0001699838,7
BRZE,0001676238,7
AIRC,0001820877,7
ALKT,0001529274,7
GBTG,0001820872,7
PMN,0001374339,7
COIN,0001679788,7
EMBC,0001872789,7
WBA,0001618921,7
SAFE,0001095651,7
FSEA,0001943802,7
WGS,0001818331,7
VSCO,0001856437,7
STRUX,0001957892,7
VWFB,0001913838,7
GENK,0001891856,7
MAGN,0000041719,7
CNXC,0001803599,7
BETR,0001835856,7
STRZ,0000929351,7
EMBY,0001449794,7
EOD,0001386067,6
OAS,0001486159,6
KPTI,0001503802,6
ATLS,0001347218,6
CROL,0001515069,6
BYLK,0000275119,6
BGG,0000014195,6
TRMK,0000036146,6
GDOT,0001386278,6
SPA,0000092679,6
HFBC,0001041550,6
CFX,0001420800,6
INTL,0000913760,6
NVTA,0001501134,6
MXWL,0000319815,6
GLF,0001030749,6
CMOH,0001009976,6
SJW,0000766829,6
TAXI,0001000209,6
CDI,0000018396,6
MRTN,0000799167,6
RMP,0001620928,6
OAKS,0001547546,6
KMG,0001028215,6
INO,0001055726,6
BDCV,0001444706,6
NTIC,0000875582,6
APIC,0001324772,6
SKT,0000899715,6
CARB,0001340127,6
SIF,0000090168,6
CCC,0000812701,6
LIFE,0001339970,6
CMRX,0001117480,6
REXR,0001571283,6
APB,0000795618,6
BBOX,0000849547,6
RKDA,0001469443,6
BWINB,0000009346,6
PRO,0001392972,6
PRMW,0001365101,6
NVLS,0001626199,6
PGZ,0001557523,6
RPD,0001560327,6
WWD,0000108312,6
IF,0000859120,6
CH,0000846676,6
ISL,0000865277,6
PROV,0001010470,6
AAC,0001606180,6
ATEN,0001580808,6
CGNX,0000851205,6
MXC,0000066418,6
ARRY,0001100412,6
NYMT,0001273685,6
ENV,0001337619,6
WTW,0000105319,6
ON,0001097864,6
CLDX,0000744218,6
HTZ,0001364479,6
SJI,0000091928,6
SCCO,0001001838,6
CVTI,0000928658,6
SCYX,0001178253,6
NEP,0001603145,6
CUZ,0000025232,6
TDOC,0001477449,6
HP,0000046765,6
JTA,0001265708,6
CAL,0000014707,6
LMFA,0001640384,6
PMF,0001140392,6
YCB,0000933590,6
INST,0001355754,6
EGDW,0001584770,6
SSI,0000006885,6
BZC,0000099359,6
CUBN,0001606440,6
DVN,0001090012,6
SHO,0001295810,6
EV,0000350797,6
MQT,0000887394,6
ESTE,0000010254,6
WAL,0001212545,6
BSL,0001486298,6
CHFC,0000019612,6
KST,0000919708,6
MFNC,0000036506,6
FSS,0000277509,6
RWT,0000930236,6
AAMC,0001555074,6
EPAY,0001073349,6
IROQ,0001514743,6
QHC,0001650445,6
XBIT,0001626878,6
FUR,0000037008,6
BCO,0000078890,6
